name,type,region,city,address,phones,emails,website,chief_physician,pathology_head,nmic_ref,source_url,verification_status
"ГУЗ ""Тульский областной перинатальный центр""",perinatal_center_regional,Тульская область,Тула,"2-й проезд Гастелло, Глушанки",+7 4872 486493,,https://perinatal-tula.ru/,,,НМИЦ АГП им. В.И. Кулакова,https://www.openstreetmap.org/way/396644169,pending
Городской родильный дом,maternity_hospital,Тульская область,Ефремов,Лесная улица,,,,,,,https://www.openstreetmap.org/way/90708423,pending
Женская консультация / Родильный дом,womens_clinic,Тульская область,Новомосковск,"улица Садовского, Клин",,,,,,,https://www.openstreetmap.org/way/43517690,pending
Женская консультация,womens_clinic,Тульская область,Узловая,"улица Гагарина, 45",,,,,,,https://www.openstreetmap.org/node/1727568626,pending
Женская консультация №2,womens_clinic,Тульская область,Тула,Пушкинская улица,+74872363299;+74872312089,,,,,,https://www.openstreetmap.org/way/499695452,pending
Женская консультация Горбольницы №11,womens_clinic,Тульская область,Тула,"улица Металлургов, 39/10, Криволучье",,,,,,,https://www.openstreetmap.org/node/1794716370,pending
Женская консультация Городской клинической больницы №2,womens_clinic,Тульская область,Тула,"улица Галкина, 31А, Заречье",,,,,,,https://www.openstreetmap.org/node/6484418701,pending
Женская консультация,womens_clinic,Калининградская область,Советск,"улица Ленина, 14",,,,,,,https://www.openstreetmap.org/way/237976350,pending
Женская консультация,womens_clinic,Калининградская область,Черняховск,"Советская улица, Северный",,,,,,,https://www.openstreetmap.org/node/6264525385,pending
Женская консультация Ленинградского района,womens_clinic,Калининградская область,Калининград,"Пионерская улица, Ленинградский район",,,,,,,https://www.openstreetmap.org/way/90894765,pending
Женская консультация Московского района,womens_clinic,Калининградская область,Калининград,"Омская улица, Московский район",,,,,,,https://www.openstreetmap.org/way/90677064,pending
Женская консультация Центрального района,womens_clinic,Калининградская область,Калининград,"улица Чекистов, 41; 43; 45; 47, Район Амалиенау",,,,,,,https://www.openstreetmap.org/way/95947696,pending
Женская консультация Октябрьского района,womens_clinic,Калининградская область,Калининград,улица Тенистая Аллея,,,,,,,https://www.openstreetmap.org/node/2349761798,pending
Родильный дом №1,maternity_hospital,Владимирская область,Владимир,"Константино-Еленинский проезд, 1, Фрунзенский район",,,,,,,https://www.openstreetmap.org/relation/5633965,pending
Корпус 6 (Областной Родильный дом),maternity_hospital,Владимирская область,Владимир,"Судогодское шоссе, 41 к6, Коммунар",,,,,,,https://www.openstreetmap.org/way/150918920,pending
"Женская консультация, родильный дом №2",womens_clinic,Владимирская область,Владимир,"улица Верхняя Дуброва, Ленинский район",,,,,,,https://www.openstreetmap.org/node/1473097231,pending
Женская консультация,womens_clinic,Владимирская область,Владимир,"улица Каманина, 23, Октябрьский район",,,,,,,https://www.openstreetmap.org/way/108159281,pending
Перинатальный центр,perinatal_center,Кировская область,Киров,"улица Менделеева, Юго-Запад",,,,,,НМИЦ АГП им. В.И. Кулакова,https://www.openstreetmap.org/way/1364489639,pending
Родильный дом №1 корп.2,maternity_hospital,Кировская область,Киров,"улица Свободы, 59, Дымково",,,,,,,https://www.openstreetmap.org/way/169486916,pending
Родильный дом №1,maternity_hospital,Кировская область,Киров,"улица Свободы, 64, Дымково",,,,,,,https://www.openstreetmap.org/way/169486941,pending
Женская консультация,womens_clinic,Кировская область,Киров,"улица Щорса, 52, Юго-Запад",,,,,,,https://www.openstreetmap.org/node/7935352230,pending
Перинатальный центр,perinatal_center,Республика Коми,Сыктывкар,"Пушкинский проезд, Давпон",+7(8212)229801,,https://perinatal11.gosuslugi.ru,,,НМИЦ АГП им. В.И. Кулакова,https://www.openstreetmap.org/node/4069351058,pending
Родильный дом,maternity_hospital,Республика Коми,Сыктывкар,"улица Маркова, 1/1, Давпон",,,,,,,https://www.openstreetmap.org/node/9022499541,pending
Женская консультация,womens_clinic,Республика Коми,Сыктывкар,"Интернациональная улица, Париж",,,,,,,https://www.openstreetmap.org/node/1272066795,pending
Городской клинический перинатальный центр,perinatal_center_city,Омская область,городской округ Омск,"улица Герцена, 69, Куйбышевский",+7 3812 23 28 74;+7 3812 24 43 95;+7 3812 30 55 40;+7 3812 94 00 53;+7 3812 30 56 15,,,,,НМИЦ АГП им. В.И. Кулакова,https://www.openstreetmap.org/way/61047243,pending
родильный дом,maternity_hospital,Омская область,Азово,"улица Гагарина, 122",,,,,,,https://www.openstreetmap.org/way/110487373,pending
Родильный дом №4,maternity_hospital,Омская область,городской округ Омск,"3-я Транспортная улица, 7, Полёт",,,,,,,https://www.openstreetmap.org/way/35218726,pending
Родильный дом №5,maternity_hospital,Омская область,городской округ Омск,"улица Рождественского, 2, Ленинск",,,,,,,https://www.openstreetmap.org/way/62660572,pending
Клинический родильный дом №6,maternity_hospital,Омская область,городской округ Омск,"Взлётная улица, 5-й микрорайон",,,,,,,https://www.openstreetmap.org/node/1460258723,pending
Женская консультация,womens_clinic,Челябинская область,Челябинск,"улица Пети Калмыкова, 19Б, Металлургический район",+ 7 351 7213891,klinika_chgma@mail.ru,http://clinica174.ru,,,,https://www.openstreetmap.org/node/4680259602,pending
Родильный дом,maternity_hospital,Саратовская область,Балашов,"улица Строителей, 2",,,,,,,https://www.openstreetmap.org/way/653992766,pending
Родильный дом №4,maternity_hospital,Саратовская область,Саратов,"Одесская улица, 46А, 3-й Дачный",,,,,,,https://www.openstreetmap.org/way/106079099,pending
Родильный дом №1,maternity_hospital,Саратовская область,Саратов,"улица Хользунова, 19",,,,,,,https://www.openstreetmap.org/way/87203411,pending
Родильный дом №2,maternity_hospital,Саратовская область,Саратов,"Брянская улица, 9, Шарковка",,,,,,,https://www.openstreetmap.org/node/738538674,pending
Женская консультация,womens_clinic,Саратовская область,Саратов,"улица Тархова, 32, Солнечный",,,http://sargp19.medportal.saratov.gov.ru/,,,,https://www.openstreetmap.org/node/3446800601,pending
Перинатальный центр,perinatal_center,Томская область,Томск,улица Ивана Черных,,,,,,НМИЦ АГП им. В.И. Кулакова,https://www.openstreetmap.org/way/228829555,pending
Родильный дом № 2,maternity_hospital,Томская область,Томск,улица Розы Люксембург,+7 3822 407028,roddom2@pochta.ru,http://roddom2.tomsk.ru/,,,,https://www.openstreetmap.org/way/359529127,pending
Родильный дом им. Н. А. Семашко,maternity_hospital,Томская область,Томск,"проспект Ленина, 65",+7 3822 533396,roddom1@rdom1.tomsk.ru,https://roddom-1.tomsk.ru/,,,,https://www.openstreetmap.org/way/110682503,pending
Родильный дом №3,maternity_hospital,Томская область,Томск,Александровский проезд,,,,,,,https://www.openstreetmap.org/node/1375566528,pending
Женская консультация (роддом№1),womens_clinic,Томская область,Томск,Учебная улица,,,,,,,https://www.openstreetmap.org/node/4829214820,pending
Женская консультация,womens_clinic,Томская область,Томск,Александровский проезд,,,,,,,https://www.openstreetmap.org/node/1262250055,pending
Оренбургский клинический перинатальный центр,perinatal_center,Оренбургская область,Оренбург,"проспект Гагарина, Линии",,,,,,НМИЦ АГП им. В.И. Кулакова,https://www.openstreetmap.org/way/42120776,pending
Женская консультация,womens_clinic,Оренбургская область,Оренбург,"улица Терешковой, 46А, Новостройка",,,,,,,https://www.openstreetmap.org/way/353893090,pending
Женская консультация,womens_clinic,Оренбургская область,Орск,"Севастопольская улица, 46, Степной",,,,,,,https://www.openstreetmap.org/way/94111913,pending
